007590B8  Program entry point
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BC54 "field-noise-4"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BC54 "field-noise-5"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BC54 "field-noise-6"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BC54 "field-noise-7"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BC54 "field-noise-8"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-1"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-2"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-3"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-4"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-5"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-6"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-7"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-8"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01717510 "fluid-params"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01717668 "p-bindtoemitter"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01717678 "p-lockedtoemitter"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0171768C "p-scalebias"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01717698 "p-simpleorient"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 017176A8 "p-randomstartframe"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 017176BC "p-scaleupfromorigin"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 017173FC "p-colortype"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01717410 "p-colorscale"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01717420 "p-coloroffset"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01717430 "p-linger"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0171743C "e-linger"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01717448 "p-flexoffset"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01717458 "p-flexscale"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01717464 "p-offsetbyheight"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01717478 "p-scalebyheight"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01717488 "p-offsetbyradius"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0171749C "p-scalebyradius"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 175F3790 "p-scaleEmitOffset_flex0"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 175F3790 "p-scaleEmitOffset_flex1"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 175F3790 "p-scaleEmitOffset_flex2"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BEB4 "p-scale_flex0"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BEB4 "p-scale_flex1"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BEB4 "p-scale_flex2"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride0SubMesh"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride0Texture"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride0Priority"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride0UVScroll"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride0FixedAlphaScrolling"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride0BlendMode"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride1SubMesh"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride1Texture"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride1Priority"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride1UVScroll"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride1FixedAlphaScrolling"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride1BlendMode"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride2SubMesh"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride2Texture"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride2Priority"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride2UVScroll"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride2FixedAlphaScrolling"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride2BlendMode"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride3SubMesh"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride3Texture"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride3Priority"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride3UVScroll"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride3FixedAlphaScrolling"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride3BlendMode"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01716C84 "SoundOnCreate"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01716C94 "VoiceOverOnCreate"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01716CA8 "SoundPersistent"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 01716CB8 "VoiceOverPersistent"
009C7991  COND: EDI: = 0018C670 "outerring"
009C798F  COND: EBP: = 0018C570 "GroupPart3"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C570 "GroupPart3Importance"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C570 "GroupPart3Type"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 017168A0 "rendermode"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017168AC "pass"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017168B4 "e-alpharef"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017168C0 "p-uvmode"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017168CC "p-distortion-power"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017168E0 "p-distortion-mode"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017168F4 "p-uvscroll-no-alpha"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01716908 "p-alphaslicerange"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0171691C "flag-disable-z"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0171692C "flag-projected"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0171693C "teamcolor-correction"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01716954 "p-texture"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01716988 "p-texdiv"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017169B4 "p-rgba"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017169E8 "p-normal-map"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01716A0C "p-falloff-texture"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018C25C "Emitter1"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018C25C "Emitter2"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018C25C "Emitter3"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018C25C "Emitter4"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018C25C "Emitter5"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018C25C "Emitter6"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018C25C "Emitter7"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018C25C "Emitter8"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717144 "ExcludeAttachmentType"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0171715C "KeywordsExcluded"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717170 "KeywordsRequired"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717184 "KeywordsIncluded"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717544 "p-startframe"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717554 "p-numframes"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717560 "p-frameRate"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0171756C "p-type"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717198 "p-backfaceon"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017175C0 "p-uvscroll-rgb"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017175D0 "p-vecalign"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017175DC "Particle-ScaleAlongMovementVector"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717618 "p-xquadrot-on"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0171723C "e-timeoffset"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0171722C "default-e-life"
009C7991  COND: EDI: = 016D47E4 "Hacks"
009C798F  COND: EBP: = 0171722C "default-e-life"
009C7991  COND: EDI: = 016D47E4 "Hacks"
009C798F  COND: EBP: = 0171724C "e-life"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717254 "e-life-scale"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717264 "e-active"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717270 "e-period"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717628 "p-shadow"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017173C4 "p-texture-pixelate"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0171729C "single-particle"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017172BC "p-life-scale"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017173B4 "e-local-orient"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717634 "p-local-orient"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717644 "p-fixedorbit"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717654 "p-fixedorbittype"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-accel-1"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-accel-2"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-accel-3"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-accel-4"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-accel-5"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-accel-6"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-accel-7"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-accel-8"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-attract-1"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-attract-2"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-attract-3"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-attract-4"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-attract-5"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-attract-6"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-attract-7"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-attract-8"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-drag-1"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-drag-2"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-drag-3"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-drag-4"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-drag-5"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-drag-6"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-drag-7"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-drag-8"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-noise-1"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-noise-2"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-noise-3"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-noise-4"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-noise-5"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-noise-6"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-noise-7"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BC54 "field-noise-8"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-1"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-2"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-3"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-4"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-5"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-6"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-7"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "field-orbit-8"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717510 "fluid-params"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717668 "p-bindtoemitter"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717678 "p-lockedtoemitter"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0171768C "p-scalebias"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717698 "p-simpleorient"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017176A8 "p-randomstartframe"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017176BC "p-scaleupfromorigin"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 017173FC "p-colortype"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717410 "p-colorscale"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717420 "p-coloroffset"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717430 "p-linger"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0171743C "e-linger"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717448 "p-flexoffset"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717458 "p-flexscale"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717464 "p-offsetbyheight"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717478 "p-scalebyheight"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01717488 "p-offsetbyradius"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0171749C "p-scalebyradius"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 175F49C8 "p-scaleEmitOffset_flex0"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 175F49C8 "p-scaleEmitOffset_flex1"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 175F49C8 "p-scaleEmitOffset_flex2"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BEB4 "p-scale_flex0"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BEB4 "p-scale_flex1"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BEB4 "p-scale_flex2"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride0SubMesh"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride0Texture"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride0Priority"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride0UVScroll"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride0FixedAlphaScrolling"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride0BlendMode"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride1SubMesh"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride1Texture"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride1Priority"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride1UVScroll"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride1FixedAlphaScrolling"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride1BlendMode"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride2SubMesh"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride2Texture"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride2Priority"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride2UVScroll"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride2FixedAlphaScrolling"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride2BlendMode"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride3SubMesh"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride3Texture"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride3Priority"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride3UVScroll"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride3FixedAlphaScrolling"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018BE54 "MaterialOverride3BlendMode"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01716C84 "SoundOnCreate"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01716C94 "VoiceOverOnCreate"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01716CA8 "SoundPersistent"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 01716CB8 "VoiceOverPersistent"
009C7991  COND: EDI: = 0018C670 "innerring"
009C798F  COND: EBP: = 0018C570 "GroupPart4"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C570 "GroupPart5"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C570 "GroupPart6"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C570 "GroupPart7"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C570 "GroupPart8"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C570 "GroupPart9"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716C68 "group-vis"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716C74 "group-scale-cap"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716C84 "SoundOnCreate"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716C94 "VoiceOverOnCreate"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716CA8 "SoundPersistent"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716CB8 "VoiceOverPersistent"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716CCC "AudioFlexValueParameterName"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716CE8 "AudioParameterFlexID"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716D00 "SimulateWhileOffScreen"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716D18 "SimulateOncePerFrame"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716D30 "SimulateEveryFrame"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716D44 "SoundEndsOnEmmiterEnd"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716D5C "SoundsPlayWhileOffScreen"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716D78 "PersistThruDeath"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716D8C "KeepOrientationAfterSpellCast"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 01716DAC "build-up-time"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 017124F4 "SelfIllumination"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C364 "MaterialOverride0SubMesh"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C364 "MaterialOverride0Texture"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C364 "MaterialOverride0Priority"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C364 "MaterialOverride0UVScroll"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C364 "MaterialOverride0FixedAlphaScrolling"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C364 "MaterialOverride0BlendMode"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C364 "MaterialOverride1SubMesh"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C364 "MaterialOverride1Texture"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C364 "MaterialOverride1Priority"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C364 "MaterialOverride1UVScroll"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C364 "MaterialOverride1FixedAlphaScrolling"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C364 "MaterialOverride1BlendMode"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C364 "MaterialOverride2SubMesh"
009C7991  COND: EDI: = 0170EFA8 "System"
009C798F  COND: EBP: = 0018C364 "MaterialOverride2Texture"
009C7991  COND: EDI: = 0170EFA8 "System"
